uid,ST1_GAP(eV)
test_0,0.5732359290122986
test_1,1.981217384338379
test_2,1.1262338161468506
test_3,0.7351104021072388
test_4,1.1073663234710693
test_5,0.4960884153842926
test_6,1.112889289855957
test_7,0.8152713179588318
test_8,1.1349283456802368
test_9,0.8898689150810242
test_10,0.15923309326171875
test_11,0.9569749236106873
test_12,0.6409629583358765
test_13,0.2569683790206909
test_14,1.0867236852645874
test_15,1.1115072965621948
test_16,0.9797720909118652
test_17,0.4531293213367462
test_18,1.057257890701294
test_19,1.0946080684661865
test_20,0.4667969048023224
test_21,1.1974858045578003
test_22,0.5837246179580688
test_23,0.543908953666687
test_24,1.0785870552062988
test_25,1.037018060684204
test_26,0.9045891761779785
test_27,0.5394400358200073
test_28,1.088487148284912
test_29,0.9593777060508728
test_30,0.4671092629432678
test_31,0.773483157157898
test_32,1.198413372039795
test_33,0.8881509900093079
test_34,0.7034521698951721
test_35,1.0516021251678467
test_36,0.7767848968505859
test_37,0.5394918322563171
test_38,0.30484122037887573
test_39,2.4875435829162598
test_40,1.5327367782592773
test_41,0.9802451729774475
test_42,0.7481078505516052
test_43,0.4980374276638031
test_44,1.0338362455368042
test_45,0.9544000029563904
test_46,0.6803365349769592
test_47,0.907513439655304
test_48,1.1587616205215454
test_49,0.8837617635726929
test_50,1.0128782987594604
test_51,0.8915926218032837
test_52,1.343741774559021
test_53,1.0500112771987915
test_54,1.3903473615646362
test_55,1.353171706199646
test_56,0.5365219712257385
test_57,1.1108380556106567
test_58,1.079986572265625
test_59,0.8689873218536377
test_60,0.46887466311454773
test_61,0.7845457196235657
test_62,0.4675140082836151
test_63,0.8299257159233093
test_64,0.7543236017227173
test_65,0.15575015544891357
test_66,1.1961051225662231
test_67,0.7767227292060852
test_68,0.9407535791397095
test_69,1.0900532007217407
test_70,1.4753718376159668
test_71,1.315426230430603
test_72,0.7000851035118103
test_73,1.2055398225784302
test_74,1.109235167503357
test_75,0.47820860147476196
test_76,0.8870362639427185
test_77,0.6098567843437195
test_78,1.1575623750686646
test_79,1.095290184020996
test_80,0.6610291600227356
test_81,0.7665640711784363
test_82,1.0642822980880737
test_83,0.5342060327529907
test_84,0.6165188550949097
test_85,1.3252942562103271
test_86,0.8437833786010742
test_87,0.5985780954360962
