uid,ST1_GAP(eV)
test_0,1.030483365058899
test_1,2.0275557041168213
test_2,1.046189785003662
test_3,0.7016764283180237
test_4,1.0294159650802612
test_5,0.47878026962280273
test_6,1.1221320629119873
test_7,0.7706758975982666
test_8,1.1825445890426636
test_9,0.8484266996383667
test_10,0.256781667470932
test_11,1.0253523588180542
test_12,0.5969511270523071
test_13,0.13610711693763733
test_14,1.0824722051620483
test_15,1.058109164237976
test_16,0.8970765471458435
test_17,0.5214880108833313
test_18,1.3817962408065796
test_19,1.072611689567566
test_20,0.5173282027244568
test_21,1.1413264274597168
test_22,0.5565705299377441
test_23,0.40277305245399475
test_24,1.064924716949463
test_25,0.7699861526489258
test_26,0.9756092429161072
test_27,0.5266963839530945
test_28,1.0311447381973267
test_29,0.8924759030342102
test_30,0.45424214005470276
test_31,0.6905851364135742
test_32,1.1496188640594482
test_33,1.0038191080093384
test_34,0.7624984979629517
test_35,1.1217460632324219
test_36,0.6517626047134399
test_37,0.5110935568809509
test_38,0.3859686851501465
test_39,2.0757088661193848
test_40,1.5206623077392578
test_41,1.225640892982483
test_42,0.8942875266075134
test_43,0.24400317668914795
test_44,1.7086745500564575
test_45,1.1854915618896484
test_46,0.6646836400032043
test_47,1.0656744241714478
test_48,1.1444460153579712
test_49,1.0910532474517822
test_50,0.973516583442688
test_51,0.6917167901992798
test_52,1.3913559913635254
test_53,0.8855702877044678
test_54,1.4179329872131348
test_55,1.4714559316635132
test_56,0.5425168871879578
test_57,1.0828027725219727
test_58,1.1092127561569214
test_59,0.7898021340370178
test_60,0.33985039591789246
test_61,0.8636935353279114
test_62,0.4879422187805176
test_63,0.7516908049583435
test_64,0.8464120030403137
test_65,0.12313133478164673
test_66,1.2898452281951904
test_67,0.7831321358680725
test_68,0.9784678816795349
test_69,1.0577154159545898
test_70,1.5108121633529663
test_71,1.2964813709259033
test_72,0.7594820261001587
test_73,1.1826014518737793
test_74,1.018296241760254
test_75,0.5050076246261597
test_76,0.8705762624740601
test_77,0.7728512287139893
test_78,1.2410331964492798
test_79,1.0651646852493286
test_80,0.8349228501319885
test_81,0.8154845833778381
test_82,1.0207135677337646
test_83,0.5851849317550659
test_84,0.583440899848938
test_85,1.1106936931610107
test_86,0.8326718807220459
test_87,0.6551331281661987
test_88,0.8007225394248962
test_89,1.0661678314208984
test_90,1.0566742420196533
test_91,0.5264017581939697
test_92,0.4794429838657379
test_93,0.7178906202316284
test_94,0.6095831990242004
test_95,0.4662424325942993
test_96,0.7506343722343445
test_97,1.281389594078064
test_98,0.5576138496398926
test_99,0.6451038718223572
test_100,0.6982956528663635
test_101,0.84525066614151
test_102,1.0175130367279053
test_103,0.9464453458786011
test_104,0.8347542881965637
test_105,1.094207525253296
test_106,0.5019209384918213
test_107,0.45876479148864746
test_108,1.1345202922821045
test_109,0.47608545422554016
test_110,0.16381333768367767
test_111,0.6560073494911194
test_112,0.9853800535202026
test_113,0.9176405072212219
test_114,0.9575969576835632
test_115,1.0506776571273804
test_116,0.027329420670866966
test_117,1.541803002357483
test_118,1.016701579093933
test_119,0.5792703628540039
test_120,0.8872204422950745
test_121,1.2373735904693604
test_122,0.6273070573806763
test_123,0.9924261569976807
test_124,0.6273190975189209
test_125,0.8983648419380188
test_126,0.8353809118270874
test_127,0.6907445788383484
test_128,0.9555672407150269
test_129,0.790034830570221
test_130,0.7515157461166382
test_131,0.7585768103599548
test_132,0.497211754322052
test_133,0.3889334797859192
test_134,0.7878804206848145
test_135,1.2800835371017456
test_136,1.0455166101455688
test_137,1.296661376953125
test_138,0.37866002321243286
test_139,1.0682899951934814
test_140,1.0475434064865112
test_141,0.8816042542457581
test_142,0.7388744950294495
test_143,0.44634583592414856
test_144,1.034716248512268
test_145,1.2576626539230347
test_146,0.7041406631469727
test_147,1.3153266906738281
test_148,0.7621532082557678
test_149,0.8619808554649353
test_150,1.306396484375
test_151,1.1642073392868042
test_152,0.11760987341403961
test_153,1.0747718811035156
test_154,1.3599480390548706
test_155,0.7394708395004272
test_156,0.7461954355239868
test_157,1.2570253610610962
test_158,1.1591761112213135
test_159,0.6706064343452454
test_160,1.018664836883545
test_161,0.5459868907928467
test_162,0.7635618448257446
test_163,0.9804385304450989
test_164,0.7519068717956543
test_165,0.5870035290718079
test_166,1.3908339738845825
test_167,0.8890947699546814
test_168,0.6167163848876953
test_169,0.9709432721138
test_170,1.1539063453674316
test_171,0.8016674518585205
test_172,0.7250711917877197
test_173,1.2349179983139038
test_174,0.6266413927078247
test_175,1.2952989339828491
test_176,0.11437609046697617
test_177,1.693596363067627
test_178,0.8833326697349548
test_179,0.6752009987831116
test_180,0.5567110776901245
test_181,1.039162039756775
test_182,0.9061493873596191
test_183,0.9378142952919006
test_184,1.5428588390350342
test_185,0.5606928467750549
test_186,0.6816795468330383
test_187,0.09507972002029419
test_188,1.2246345281600952
test_189,0.8983124494552612
test_190,1.0223686695098877
test_191,0.6371727585792542
test_192,0.9784435033798218
test_193,1.3188610076904297
test_194,1.1842546463012695
test_195,1.0537186861038208
test_196,0.4435705244541168
test_197,0.401676207780838
test_198,0.8423933386802673
test_199,1.4079231023788452
test_200,1.3594725131988525
test_201,1.0401861667633057
test_202,0.7767043113708496
test_203,0.6772112250328064
test_204,0.48446205258369446
test_205,1.0401365756988525
test_206,0.4984499216079712
test_207,1.105630874633789
test_208,1.4505281448364258
test_209,0.7480318546295166
test_210,1.0377888679504395
test_211,0.0027510798536241055
test_212,0.9399724006652832
test_213,1.159505009651184
test_214,0.9848527312278748
test_215,1.0638848543167114
test_216,1.2028590440750122
test_217,0.8095018863677979
test_218,0.7589743137359619
test_219,0.9099993705749512
test_220,0.7751379013061523
test_221,1.10003662109375
test_222,0.4293323755264282
test_223,1.212743878364563
test_224,1.1583727598190308
test_225,0.7913803458213806
test_226,0.542717695236206
test_227,1.2216224670410156
test_228,1.1054089069366455
test_229,0.2884781062602997
test_230,0.7734097838401794
test_231,1.0782533884048462
test_232,1.1550934314727783
test_233,0.700608491897583
test_234,0.969397246837616
test_235,0.6489239931106567
test_236,0.7141704559326172
test_237,0.4980582892894745
test_238,0.4352938234806061
test_239,1.679284691810608
test_240,0.8651601076126099
test_241,1.4982471466064453
test_242,0.7244617342948914
test_243,1.413419485092163
test_244,1.2099618911743164
test_245,0.8401621580123901
test_246,0.573150098323822
test_247,0.7858977913856506
test_248,0.723627507686615
test_249,0.8283956050872803
test_250,1.2262238264083862
test_251,2.2298805713653564
test_252,0.9828072786331177
test_253,0.2297649383544922
test_254,1.1696969270706177
test_255,0.7000733613967896
test_256,1.357775330543518
test_257,1.3249534368515015
test_258,0.8805058598518372
test_259,1.662319302558899
test_260,0.8563315272331238
test_261,1.0130008459091187
test_262,1.2439409494400024
test_263,0.26576128602027893
test_264,0.4935583770275116
test_265,0.6745641827583313
test_266,1.2433229684829712
test_267,1.0491870641708374
test_268,1.2419676780700684
test_269,1.086320161819458
test_270,1.073951005935669
test_271,0.49587753415107727
test_272,1.1958377361297607
test_273,1.3393967151641846
test_274,0.7272586226463318
test_275,0.869116485118866
test_276,1.109400749206543
test_277,0.7993472814559937
test_278,0.5256922245025635
test_279,0.8260020017623901
test_280,1.1889153718948364
test_281,0.4664778411388397
test_282,1.122962236404419
test_283,0.8676984906196594
test_284,0.8064853549003601
test_285,1.0633248090744019
test_286,0.5098845362663269
test_287,0.6965991258621216
test_288,1.1464289426803589
test_289,0.6123488545417786
test_290,0.5413695573806763
test_291,0.4956595301628113
test_292,1.4174559116363525
test_293,1.3060635328292847
test_294,0.0960923284292221
test_295,1.0892012119293213
test_296,0.7625506520271301
test_297,0.8500407338142395
test_298,1.3017183542251587
test_299,0.4844963848590851
test_300,1.1861238479614258
test_301,0.8926437497138977
test_302,1.1822484731674194
test_303,0.67866450548172
test_304,0.8813053369522095
test_305,1.4435534477233887
test_306,1.0036399364471436
test_307,0.9229006767272949
test_308,1.6515922546386719
test_309,1.340052604675293
test_310,0.7638104557991028
test_311,0.98586505651474
test_312,0.9907960891723633
test_313,1.0584315061569214
test_314,0.9888300895690918
test_315,0.6722310185432434
test_316,0.5830694437026978
test_317,1.0656981468200684
test_318,0.5264732241630554
test_319,0.8543760776519775
test_320,0.0524432398378849
test_321,0.8953721523284912
test_322,0.6612170338630676
test_323,1.098705768585205
test_324,1.0784631967544556
test_325,0.9427995681762695
test_326,1.0247385501861572
test_327,1.1512668132781982
test_328,1.1286402940750122
test_329,1.021101951599121
test_330,0.8894137740135193
test_331,1.1591168642044067
test_332,1.091489315032959
test_333,1.0923305749893188
test_334,0.7129461169242859
test_335,1.0056991577148438
test_336,1.3406860828399658
test_337,1.1225579977035522
test_338,1.2274534702301025
test_339,1.1176426410675049
test_340,1.1981301307678223
test_341,1.4132429361343384
test_342,0.10292982310056686
test_343,1.6094090938568115
test_344,0.29051849246025085
test_345,0.5941998362541199
test_346,0.9615361094474792
test_347,0.7500267624855042
test_348,0.806562602519989
test_349,0.9604373574256897
test_350,1.265059471130371
test_351,0.45016562938690186
test_352,0.4824683964252472
test_353,1.239534854888916
test_354,1.3692635297775269
test_355,1.0927865505218506
test_356,0.9025457501411438
test_357,1.1761852502822876
test_358,0.8334798216819763
test_359,0.17523089051246643
test_360,0.2117140293121338
test_361,0.5729947090148926
test_362,1.0610730648040771
test_363,1.2638797760009766
test_364,0.8904439806938171
test_365,0.9906477332115173
test_366,0.689544141292572
test_367,0.7883517146110535
test_368,0.2276274561882019
test_369,0.5268164277076721
test_370,0.6700889468193054
test_371,0.18941806256771088
test_372,0.8714791536331177
test_373,0.787319004535675
test_374,1.253482699394226
test_375,1.1280399560928345
test_376,0.8105103969573975
test_377,1.1569695472717285
test_378,1.1171221733093262
test_379,2.2655282020568848
test_380,0.8879407048225403
test_381,1.7208386659622192
test_382,1.0670827627182007
test_383,0.8785412311553955
test_384,0.30688896775245667
test_385,0.5726771354675293
test_386,1.1358455419540405
test_387,0.14875847101211548
test_388,1.1427961587905884
test_389,0.46964341402053833
test_390,1.0583628416061401
test_391,1.1936570405960083
test_392,0.7025377154350281
test_393,1.053130865097046
test_394,0.9963633418083191
test_395,1.2663394212722778
test_396,0.5820841193199158
test_397,0.1519700437784195
test_398,1.2554609775543213
test_399,0.8815209865570068
test_400,0.48465800285339355
test_401,1.1209346055984497
test_402,0.24275167286396027
test_403,1.1783256530761719
test_404,0.7510181665420532
test_405,1.1362134218215942
test_406,1.0189313888549805
test_407,0.46871206164360046
test_408,0.9296315908432007
test_409,0.9494011998176575
test_410,1.0374503135681152
test_411,0.817288875579834
test_412,0.6083797812461853
test_413,0.6315932869911194
test_414,1.0701628923416138
test_415,0.42336568236351013
test_416,0.9986270666122437
test_417,1.0246102809906006
test_418,0.8916329741477966
test_419,1.0878807306289673
test_420,0.4980582892894745
test_421,1.083187222480774
test_422,0.8846404552459717
test_423,0.9928948879241943
test_424,0.7735267281532288
test_425,1.077934980392456
test_426,0.5494526028633118
test_427,0.8872109651565552
test_428,0.980896532535553
test_429,0.9231621623039246
test_430,0.7145737409591675
test_431,0.5218244194984436
test_432,0.5605108737945557
test_433,1.1766096353530884
test_434,0.08722339570522308
test_435,1.326377511024475
test_436,0.9842762351036072
test_437,0.9348351359367371
test_438,0.6024632453918457
test_439,1.0515128374099731
test_440,0.3416985869407654
test_441,1.0325030088424683
test_442,0.9348912835121155
test_443,1.0116750001907349
test_444,1.6563730239868164
test_445,0.8143842220306396
test_446,0.7897939682006836
test_447,1.223822832107544
test_448,0.6620836853981018
test_449,0.6759213209152222
test_450,1.0158158540725708
test_451,1.0528253316879272
test_452,1.1124980449676514
test_453,0.6762129068374634
test_454,0.8971153497695923
test_455,0.4994201958179474
test_456,0.8348379135131836
test_457,1.220127820968628
test_458,1.0815013647079468
test_459,1.706265926361084
test_460,0.9518823623657227
test_461,0.5634872317314148
test_462,1.3277506828308105
test_463,0.2300729751586914
test_464,0.788442075252533
test_465,0.733845591545105
test_466,1.3871245384216309
test_467,0.07276950776576996
test_468,0.964554488658905
test_469,0.8733905553817749
test_470,1.2583973407745361
test_471,0.966851532459259
test_472,0.5801295638084412
test_473,0.8140769004821777
test_474,0.3257032334804535
test_475,0.8340068459510803
test_476,1.1299983263015747
test_477,0.875571072101593
test_478,1.2123677730560303
test_479,0.8070288300514221
test_480,0.6358609199523926
test_481,0.9781193137168884
test_482,1.0774877071380615
test_483,0.5056172013282776
test_484,0.8791250586509705
test_485,1.0483063459396362
test_486,0.438477486371994
test_487,0.3649066686630249
test_488,1.166994333267212
test_489,1.047247052192688
test_490,1.0439931154251099
test_491,0.7453145384788513
test_492,0.7195038199424744
test_493,0.6827123165130615
test_494,1.0650858879089355
test_495,1.3050282001495361
test_496,1.0235731601715088
test_497,1.120214819908142
test_498,1.0220283269882202
test_499,0.494517058134079
test_500,1.0500776767730713
test_501,0.9834088683128357
test_502,0.0
test_503,0.09454241394996643
test_504,0.3512451648712158
test_505,0.2504265010356903
test_506,0.7113973498344421
test_507,0.8087649941444397
test_508,0.08721742033958435
test_509,0.22398950159549713
test_510,0.13381646573543549
test_511,0.17649829387664795
test_512,0.2451847642660141
test_513,0.04598080366849899
test_514,0.016074946150183678
test_515,0.0
test_516,0.08865436911582947
