uid,ST1_GAP(eV)
test_0,0.7823898196220398
test_1,2.2508645057678223
test_2,0.8993778824806213
test_3,0.595133900642395
test_4,1.2309001684188843
test_5,0.4956231415271759
test_6,1.0205276012420654
test_7,1.0775214433670044
test_8,1.1040568351745605
test_9,0.9737301468849182
test_10,0.18124525249004364
test_11,1.0887728929519653
test_12,0.7913347482681274
test_13,0.24771559238433838
test_14,1.0051926374435425
test_15,1.1249934434890747
test_16,0.41824468970298767
test_17,0.5758286118507385
test_18,0.9017808437347412
test_19,1.0171455144882202
test_20,0.3073728680610657
test_21,1.082247257232666
test_22,0.5207921862602234
test_23,0.7131651043891907
test_24,1.0383057594299316
test_25,1.0531359910964966
test_26,1.0249031782150269
test_27,0.5025482177734375
test_28,1.0752487182617188
test_29,0.8522990345954895
test_30,0.45929503440856934
test_31,0.6532334089279175
test_32,1.1603280305862427
test_33,0.9453590512275696
test_34,0.7538651823997498
test_35,1.048229694366455
test_36,0.8975183367729187
test_37,0.5061654448509216
test_38,0.3903435468673706
test_39,2.3092899322509766
test_40,1.578368902206421
test_41,1.0651319026947021
test_42,1.0394058227539062
test_43,0.3491508364677429
test_44,1.211938738822937
test_45,0.9688162207603455
test_46,0.46143606305122375
test_47,0.9669018983840942
test_48,1.1190367937088013
test_49,1.256684422492981
test_50,1.021229863166809
test_51,1.0183573961257935
test_52,1.2751697301864624
test_53,0.8108327984809875
test_54,1.1510692834854126
test_55,1.246198296546936
test_56,0.6421095132827759
test_57,1.0609947443008423
test_58,1.128585696220398
test_59,0.8028224110603333
test_60,0.10509020835161209
test_61,0.7069831490516663
test_62,0.4731200933456421
test_63,0.7628484964370728
test_64,0.6591246128082275
test_65,0.17666609585285187
test_66,1.0499272346496582
test_67,0.9015703797340393
test_68,0.8024120926856995
test_69,1.0577667951583862
test_70,1.4088066816329956
test_71,1.1840897798538208
test_72,0.6678006052970886
test_73,1.2490493059158325
test_74,1.0366519689559937
test_75,0.6008064150810242
test_76,0.9508887529373169
test_77,0.7098399996757507
test_78,1.3146041631698608
test_79,0.8414561152458191
test_80,0.6962799429893494
test_81,0.49805405735969543
test_82,0.9087390899658203
test_83,0.5712310075759888
test_84,0.5734179019927979
test_85,1.1292881965637207
test_86,0.5811752080917358
test_87,0.5817348957061768
test_88,0.7439411878585815
test_89,0.9567084312438965
test_90,1.0446890592575073
test_91,0.5555025935173035
test_92,0.5938034653663635
test_93,0.6692740321159363
test_94,0.5500710010528564
test_95,0.47235602140426636
test_96,0.7179850935935974
test_97,0.8205481171607971
test_98,0.628996729850769
test_99,0.7180494666099548
test_100,0.9069727063179016
test_101,0.7365028262138367
test_102,1.1314232349395752
test_103,0.8209730386734009
test_104,0.7956857085227966
test_105,0.8037402033805847
test_106,0.8074019551277161
test_107,0.5653679966926575
test_108,1.1377586126327515
test_109,0.41299551725387573
test_110,0.13677778840065002
test_111,0.714683473110199
test_112,0.9960368871688843
test_113,0.8743994832038879
test_114,0.9252976775169373
test_115,1.0412076711654663
test_116,0.3166423439979553
test_117,1.4177732467651367
test_118,0.5974367260932922
test_119,0.49170351028442383
test_120,0.9411661028862
test_121,0.8829630017280579
test_122,0.639073371887207
test_123,0.9405548572540283
test_124,0.5560763478279114
test_125,0.7382969260215759
test_126,0.700812578201294
test_127,0.6429699063301086
test_128,0.8605763912200928
test_129,0.865058958530426
test_130,0.7738747596740723
test_131,0.7312397360801697
test_132,0.49065935611724854
test_133,0.32639485597610474
test_134,0.7859346270561218
test_135,1.187954306602478
test_136,0.9455869793891907
test_137,1.2807554006576538
test_138,0.08456201106309891
test_139,0.9559040665626526
test_140,1.07443106174469
test_141,0.9035032391548157
test_142,0.63803631067276
test_143,1.0506750345230103
test_144,1.0111788511276245
test_145,1.219812035560608
test_146,0.6960524916648865
test_147,1.3493235111236572
test_148,0.7868746519088745
test_149,0.8518023490905762
test_150,0.48771795630455017
test_151,1.3214389085769653
test_152,0.04562462121248245
test_153,1.0724374055862427
test_154,1.1352094411849976
test_155,0.69854336977005
test_156,0.667434573173523
test_157,1.059386134147644
test_158,0.9979462623596191
test_159,0.5694014430046082
test_160,1.1118366718292236
test_161,0.4145585596561432
test_162,0.855873167514801
test_163,1.0117759704589844
test_164,0.9100074768066406
test_165,0.7578595876693726
test_166,1.4047033786773682
test_167,0.8919070363044739
test_168,0.5292402505874634
test_169,0.9136003255844116
test_170,1.0841025114059448
test_171,0.3633361756801605
test_172,0.6626110672950745
test_173,1.1533864736557007
test_174,0.232479989528656
test_175,0.7145054340362549
test_176,0.14549362659454346
test_177,1.7567378282546997
test_178,0.7518934607505798
test_179,0.7909917235374451
test_180,0.5295991897583008
test_181,1.0456817150115967
test_182,0.8981375098228455
test_183,0.9563949108123779
test_184,1.5753448009490967
test_185,0.9719699025154114
test_186,0.7012481093406677
test_187,0.09128095209598541
test_188,1.2433409690856934
test_189,0.6666304469108582
test_190,1.0364590883255005
test_191,0.5482291579246521
test_192,0.974558413028717
test_193,1.3625268936157227
test_194,1.2600845098495483
test_195,1.033923625946045
test_196,0.48740023374557495
test_197,0.3734583556652069
test_198,0.8786889910697937
test_199,1.4379769563674927
test_200,1.3313847780227661
test_201,1.0162853002548218
test_202,0.7060223817825317
test_203,0.5358179807662964
test_204,0.8234134316444397
test_205,1.0329831838607788
test_206,0.4671584665775299
test_207,1.2900029420852661
test_208,0.857052206993103
test_209,0.8112154603004456
test_210,0.7797602415084839
test_211,0.0
test_212,0.9179486632347107
test_213,1.2664213180541992
test_214,0.7684938311576843
test_215,1.0342401266098022
test_216,0.9867951273918152
test_217,0.7512426376342773
test_218,0.8856913447380066
test_219,0.30582988262176514
test_220,0.7839596271514893
test_221,1.0033533573150635
test_222,0.44677284359931946
